fecha,dia_semana,turno,pos_01,pos_02,pos_03,pos_04,pos_05,pos_06,pos_07,pos_08,pos_09,pos_10,pos_11,pos_12,pos_13,pos_14,pos_15,pos_16,pos_17,pos_18,pos_19,pos_20
2026-02-03,Martes,NOCTURNA,4772,6134,6383,8001,9831,1126,0331,1350,5692,6682,8182,8885,8211,3401,7782,6354,6665,5404,9153,8325
2026-02-04,Miércoles,LA PREVIA,8915,7626,9923,2127,2209,5118,5850,4892,3568,2430,5817,0731,0398,7187,6343,1193,2955,5093,5759,6322
2026-02-04,Miércoles,LA PRIMERA,1845,5034,6625,7624,1558,2355,0257,8494,2380,7383,5238,9829,7511,8914,1892,3881,7350,3266,0499,9482
2026-02-04,Miércoles,MATUTINA,6674,9964,0601,0795,5161,8329,4009,7620,7929,6341,8723,4492,3264,5695,3320,4413,9948,5983,8997,0551
2026-02-04,Miércoles,VESPERTINA,2169,6707,8642,5006,9706,9184,7452,4947,5719,8627,2420,0496,7735,8227,3868,3299,1678,5428,1639,9447
2026-02-04,Miércoles,NOCTURNA,6720,1566,1646,3969,5373,0490,9323,6574,3905,8154,8543,2631,2405,0945,5132,3097,3936,1016,6468,6904
2026-02-05,Jueves,LA PREVIA,5618,6641,7836,1412,6857,0349,4083,8404,2483,9013,3223,8584,3600,1538,1411,0770,5532,8441,4217,9483
2026-02-05,Jueves,LA PRIMERA,7186,2132,4881,7293,0906,2200,5674,9462,1024,5025,7670,4581,3002,4095,8057,4981,5665,2488,2559,6327
2026-02-05,Jueves,MATUTINA,6914,9721,0120,7153,8213,8425,3313,0114,4975,2489,1452,6614,7831,8921,5745,6432,4323,7166,2130,2357
2026-02-05,Jueves,VESPERTINA,9643,6452,4864,5492,6092,1947,5924,0006,2648,2129,6287,8146,4197,3825,2143,6804,8408,9950,9413,7392
2026-02-05,Jueves,NOCTURNA,7568,9620,1148,0736,9441,8145,6878,1220,8127,3907,3030,9469,4920,0667,4772,2845,2074,6610,5760,4971
2026-02-06,Viernes,LA PREVIA,2579,6430,2592,7102,4338,1214,7523,6897,5572,0948,2198,5418,6015,8265,2868,6697,3195,0035,8356,3706
2026-02-06,Viernes,LA PRIMERA,1250,1901,9549,4447,5154,9627,0733,2008,6600,6540,2846,3827,9052,2587,7370,5125,4554,7060,9406,0268
2026-02-06,Viernes,MATUTINA,4527,4556,3673,8728,3864,8829,8968,6433,3201,3475,7431,9240,6920,9815,4397,5186,0726,7249,5191,2114
2026-02-06,Viernes,VESPERTINA,4801,9940,7960,1158,6624,3509,0792,2080,9970,4605,9065,9468,4934,7414,3427,2642,4216,2833,5227,0709
2026-02-06,Viernes,NOCTURNA,3438,0274,5956,6156,6047,3476,9747,1563,8988,3549,2735,2021,1265,6207,3262,9434,0996,2306,2843,9525
2026-02-07,Sábado,LA PREVIA,2791,3328,2953,8013,4199,0896,5793,3778,8188,1922,3654,6499,4633,9424,1497,6661,9046,2926,3690,1819
2026-02-07,Sábado,LA PRIMERA,4805,4093,6635,4603,0421,2016,1410,6867,8759,6871,9577,1725,7881,1666,8315,4804,3054,6778,4894,8215
2026-02-07,Sábado,MATUTINA,5899,4165,9521,4544,1424,8370,6557,3971,8875,8788,3599,1001,9947,4020,9501,4748,5555,6615,7257,1283
2026-02-07,Sábado,VESPERTINA,0434,6136,1788,1992,1384,3586,8153,5225,1174,6237,1792,1284,6888,6154,8871,7207,1125,5095,4767,7283
2026-02-07,Sábado,NOCTURNA,5214,1296,7318,9353,4794,4721,9315,9199,4521,4472,1260,4966,5231,2760,6927,1072,7913,0446,5207,0433
2026-02-09,Lunes,LA PREVIA,3853,1864,6547,8102,1145,6465,6510,5530,4448,4036,7005,4576,7939,8393,3807,3149,8184,7556,2353,6728
2026-02-09,Lunes,LA PRIMERA,0825,0977,1370,8565,0370,0137,6310,0846,6016,8981,2164,4578,6732,0356,9085,9023,9712,7484,8641,2226
2026-02-09,Lunes,MATUTINA,6449,3800,6893,0731,3162,6599,0683,1935,8231,4540,5532,9029,0415,0153,3278,0992,5526,9168,9953,1590
2026-02-09,Lunes,VESPERTINA,3132,1850,5666,0511,5871,0373,1793,1550,7410,0831,9787,0700,7582,5565,6004,0872,8463,2965,9451,7475
2026-02-09,Lunes,NOCTURNA,2188,6603,9990,8361,6396,2989,6773,8499,2796,6035,6779,8140,7224,7484,4488,9479,4574,0710,8938,4367
2026-02-10,Martes,LA PREVIA,2751,6988,3284,1339,4980,6038,3151,7856,9784,7970,6648,9129,0658,6445,8256,7035,5433,3882,9898,5674
2026-02-10,Martes,LA PRIMERA,3831,5646,6794,7754,5338,5942,8310,1702,4415,2539,9919,1300,2067,7552,8285,2123,5606,2836,4349,1155
2026-02-10,Martes,MATUTINA,4229,8724,1760,2662,1641,6566,9342,9065,0790,0728,7651,1747,0790,4378,5572,0530,5352,3020,8117,9789
2026-02-10,Martes,VESPERTINA,3263,0983,6411,1413,3593,6790,5711,6601,4390,9768,3633,1331,9937,0716,1110,9900,4710,3371,3299,4309
2026-02-10,Martes,NOCTURNA,7497,6280,4463,1459,0424,9442,5517,7479,9151,9733,9353,1405,2409,5134,7487,5066,9884,6285,4268,6176
2026-02-11,Miércoles,LA PREVIA,5158,4601,1236,1859,5331,2291,5455,7563,2789,1734,1339,9599,2858,3114,3608,2122,4044,5847,0429,8528
2026-02-11,Miércoles,LA PRIMERA,1905,3244,9265,8524,5287,2342,6725,4157,0248,2678,7337,6714,9323,9886,8682,0553,2396,8856,2114,2937
2026-02-11,Miércoles,MATUTINA,2010,8719,7726,6224,1807,7395,3353,5924,3349,9791,7817,6444,6287,6656,2871,6661,7063,2973,3742,3300
2026-02-11,Miércoles,VESPERTINA,6452,5870,3501,2434,1857,3690,0996,9149,6371,1205,9565,2825,9025,9629,0594,3869,1800,6221,2834,2207
2026-02-11,Miércoles,NOCTURNA,0736,5010,1479,1826,9632,7457,9311,0369,7512,1669,8181,7786,4521,1250,3647,0070,3860,6434,7022,4683
2026-02-12,Jueves,LA PREVIA,7501,4482,8395,7768,2924,1982,6966,7647,8695,0335,9174,9363,6239,7907,8698,6352,8510,4954,3777,2913
2026-02-12,Jueves,LA PRIMERA,3222,0977,6356,5776,3552,1737,2940,4697,1112,8796,5360,3864,0829,9251,1197,8629,4947,3782,7425,6236
2026-02-12,Jueves,MATUTINA,0179,3649,9325,8908,0021,6161,9115,4776,4755,7584,4650,5822,9990,0202,7359,2178,7916,4568,7459,7098
2026-02-12,Jueves,VESPERTINA,3696,0427,8211,5541,2590,6678,6536,6385,9582,7514,3337,9873,7288,7829,2065,1325,9106,1373,2814,6632
2026-02-12,Jueves,NOCTURNA,0077,1226,9828,8577,1437,5099,4384,8351,8617,3710,3648,5133,7174,9744,4231,9880,9345,2009,7330,9145
2026-02-13,Viernes,LA PREVIA,1084,1850,2244,3759,9767,1540,2795,6497,6888,9332,9806,7295,5550,9575,5472,1012,8242,1532,9424,4517
2026-02-13,Viernes,LA PRIMERA,0963,3283,4349,6765,5139,2814,8144,9297,2013,5801,3590,5336,7035,0210,1924,0655,6685,3873,4123,1731
2026-02-13,Viernes,MATUTINA,7214,3613,1289,8754,4137,4502,0753,1033,0887,8023,2972,8069,6204,8955,8814,7878,1986,2507,0177,8657
2026-02-13,Viernes,VESPERTINA,6012,2417,1522,5210,2339,8029,2709,2317,6538,2616,2370,0996,0953,7783,9456,2873,8009,7702,2432,6722
2026-02-13,Viernes,NOCTURNA,9496,0287,1298,7256,2151,0579,4859,6268,4837,8372,2298,5036,6980,7984,9655,9670,0922,9114,7148,1177
2026-02-14,Sábado,LA PREVIA,4613,1339,8570,2659,8556,7968,3282,1584,7148,3065,0394,6941,1097,0206,0202,8087,4322,6702,7584,0322
2026-02-14,Sábado,LA PRIMERA,1580,5443,4642,1046,7100,1457,5530,5009,4868,2945,8895,5691,6995,7571,2139,3624,8323,2621,6356,4143
2026-02-14,Sábado,MATUTINA,4191,4884,0587,2003,0083,0642,2494,1337,3856,9444,5723,2725,3535,5160,1388,9258,2570,9397,6629,6018
2026-02-14,Sábado,VESPERTINA,1331,0155,3191,1929,0820,1885,3017,4417,5232,7070,3027,8706,0006,1933,1327,0253,8343,9260,9027,4805
2026-02-14,Sábado,NOCTURNA,1055,8383,7220,9097,1313,6479,7509,5618,3611,4419,0509,9841,7586,4294,7895,7332,2111,3898,4160,7112
2026-02-16,Lunes,LA PREVIA,3038,5526,0899,0345,2583,1873,8632,4794,5945,5920,2496,1527,1694,7577,8500,9622,5873,6436,4425,7571
2026-02-16,Lunes,LA PRIMERA,6477,8261,8976,1791,0958,7640,7839,4238,2422,6196,4413,0510,9740,6015,4450,2016,5786,7306,7173,5090
2026-02-16,Lunes,MATUTINA,5809,8903,8168,8230,1590,2938,3427,7353,0901,7738,4220,7942,0438,5299,8225,4345,8695,9840,5498,3733
2026-02-16,Lunes,VESPERTINA,9737,8867,3492,6391,8706,3697,2819,4032,7530,2650,1707,9372,5173,1134,9815,4867,7222,4688,7975,9825
2026-02-16,Lunes,NOCTURNA,2740,8502,5389,7952,4469,0483,4225,1578,2749,6837,6112,5310,1260,5319,0873,9232,1757,2890,0596,0706
2026-02-17,Martes,LA PREVIA,0727,8028,9237,9074,5711,8604,4614,6202,2590,3281,9203,5955,0942,5066,7622,1138,3994,0095,2492,8619
2026-02-17,Martes,LA PRIMERA,2487,3159,4119,5505,0402,5643,3343,2896,6487,6435,5365,0484,5501,2609,3393,6148,3485,4115,5547,3490
2026-02-17,Martes,MATUTINA,3511,7098,4948,0844,9459,0391,7915,4523,8415,9424,2964,5224,1695,0340,5472,9446,2306,1102,2375,5567
2026-02-17,Martes,VESPERTINA,4672,6343,6649,6017,8768,6443,2201,0423,8552,6233,6135,7240,9075,9004,4024,1871,4752,9233,2143,6485
2026-02-17,Martes,NOCTURNA,3543,0903,4060,1124,6142,5893,0488,8173,0665,5064,5622,4967,4799,8051,5868,3797,7092,1788,4308,5753
2026-02-18,Miércoles,LA PREVIA,5097,2435,4104,7475,1959,1217,5725,4480,5940,3207,1228,3244,0708,8411,8761,0548,6522,5199,3360,8179
2026-02-18,Miércoles,LA PRIMERA,0260,5433,3960,8558,0825,1828,2955,2622,0926,7960,4580,3122,5685,5267,1305,0752,4731,2813,8690,9550
2026-02-18,Miércoles,MATUTINA,4114,3679,7677,7273,7039,6392,6862,3326,2069,4355,9981,6793,1448,4285,4800,7643,6967,7098,2160,5848
2026-02-18,Miércoles,VESPERTINA,1995,3068,4785,1727,7056,4682,6844,7939,4342,1115,2244,5251,3533,4246,3546,9147,2928,1804,6181,2090
2026-02-18,Miércoles,NOCTURNA,9413,6061,9181,5206,0373,5529,8216,4602,3475,3838,8546,6911,9615,2742,9535,3029,8313,8285,6688,5033
2026-02-19,Jueves,LA PREVIA,4366,2215,3451,4115,6824,2185,1370,5489,0848,0276,8438,5335,2737,4280,4439,4357,5421,6990,8968,2930
2026-02-19,Jueves,LA PRIMERA,3430,5371,1520,5750,6609,1084,1338,2526,8673,4016,4075,3271,0528,3673,8379,9421,9643,0720,8225,1534
2026-02-19,Jueves,MATUTINA,7528,7037,8583,3273,9345,2199,4864,6261,3355,4589,7120,4419,7232,0889,6803,2646,9338,4095,6065,6947
2026-02-19,Jueves,VESPERTINA,5522,2344,3270,6343,5816,0695,5301,4950,5476,1313,9059,4989,1275,1677,8743,7460,9911,9524,0317,7232
2026-02-19,Jueves,NOCTURNA,5348,8633,6542,9996,7003,0069,5722,7459,1098,8598,1974,1976,4623,8976,9488,2986,9898,5544,1693,4140
2026-02-20,Viernes,LA PREVIA,9317,7179,5095,0300,5015,0882,7619,2577,8819,2044,8347,2358,6478,6421,9537,1040,7511,5886,3291,8594
2026-02-20,Viernes,LA PRIMERA,0915,3812,0375,9354,2518,0176,0867,4310,0316,6083,7191,6593,5951,8797,2172,0221,4714,6505,1015,8422
2026-02-20,Viernes,MATUTINA,7014,8954,7446,6176,8533,9660,8551,8728,2031,4321,0516,5967,1208,1203,7897,0764,6380,7212,8853,0429
2026-02-20,Viernes,VESPERTINA,9358,6677,0470,1048,2275,1633,9538,9827,5963,5452,4529,6960,9444,2822,9670,4486,0602,5202,5078,0079
2026-02-20,Viernes,NOCTURNA,9692,8111,6722,1152,9366,0951,4775,4500,8971,8452,1997,6566,2347,6980,1032,0332,7769,7657,9588,5533
2026-02-21,Sábado,LA PREVIA,3915,8870,2858,8053,5588,4261,2114,0121,8247,5585,2030,4504,3189,8691,7829,7936,5650,5547,5884,1342
2026-02-21,Sábado,LA PRIMERA,5871,4518,8135,3636,1701,3948,3961,7892,7861,6455,7798,3986,7121,5084,2372,2202,8142,9766,0542,0554
2026-02-21,Sábado,MATUTINA,8397,4713,9552,5798,8796,8550,0532,2315,7017,0219,3743,6890,3332,9902,4913,3667,1160,5427,4658,0645
2026-02-21,Sábado,VESPERTINA,9523,8669,4437,0632,2706,8682,2913,2134,0663,8769,0493,6731,5491,9575,2609,4792,9355,3858,6339,4108
2026-02-21,Sábado,NOCTURNA,8478,5179,1950,0009,3615,8971,4986,0325,9946,6796,2963,7326,0458,3977,3447,8955,9865,5856,7589,2168
2026-02-23,Lunes,LA PREVIA,9964,0748,7555,5225,2286,0716,9315,5886,7643,9875,0375,9922,7615,5672,0246,7762,9738,4671,7150,5263
2026-02-23,Lunes,LA PRIMERA,9393,6296,0625,1124,1053,8569,3736,8782,1858,6357,5677,2964,8742,2215,2707,7026,5714,5088,3738,1222
2026-02-23,Lunes,MATUTINA,5751,3051,1100,1987,3281,3463,9180,8698,5193,2636,5275,0265,9287,2126,3569,6180,0442,6257,9587,0246
2026-02-23,Lunes,VESPERTINA,9051,9485,0697,0153,3836,1323,3029,0500,7906,5102,1466,4455,8476,9345,8043,1580,5263,4199,1318,1956
2026-02-23,Lunes,NOCTURNA,5959,7986,6306,5801,6472,4276,6958,6986,8599,9776,3253,6448,9455,0140,5716,4778,9576,1688,5649,8397
2026-02-24,Martes,LA PREVIA,8525,8602,7431,1227,3436,8104,9966,7949,9922,9017,3764,5480,8588,2574,7200,6267,4010,4687,9242,9052
2026-02-24,Martes,LA PRIMERA,4945,8954,9485,9873,6885,9874,3970,3458,4365,2967,9495,9168,3865,8944,0479,1437,5456,5511,0197,9325
2026-02-24,Martes,MATUTINA,5787,9187,4086,3878,3582,3026,3723,9582,7675,3232,4745,5089,6483,5262,4420,3715,7477,5450,2508,0343
2026-02-24,Martes,VESPERTINA,2891,9127,2900,7793,2023,6365,4861,4224,0720,9441,2470,7048,6890,2835,1940,1796,4794,8946,3064,6562
2026-02-24,Martes,NOCTURNA,5145,7983,1084,1539,5054,1466,0135,3504,5549,4199,9115,5882,3842,3988,1915,8953,8729,8322,0240,2322
2026-02-25,Miércoles,LA PREVIA,9846,6646,2169,5227,1042,4225,6580,3858,6140,0001,2897,7750,5326,4739,3107,0470,6965,4723,8944,7646
2026-02-25,Miércoles,LA PRIMERA,8735,4615,4003,4872,1448,2965,7080,2383,7038,0687,2137,6332,3068,4349,4351,2329,6255,1848,6870,4815
2026-02-25,Miércoles,MATUTINA,1302,5796,3550,0711,5720,8706,8527,6924,3409,0404,7060,7241,5180,3171,5955,7365,9597,1066,8558,4611
2026-02-25,Miércoles,VESPERTINA,5523,2194,1110,2824,8364,5026,8368,7704,3244,7689,8608,0661,5864,5213,6191,1325,0283,1383,9864,3302
2026-02-25,Miércoles,NOCTURNA,6207,7550,8016,5658,0125,8211,6399,0690,9003,3548,2860,8652,8069,6694,5839,5753,1165,0537,0285,4688
2026-02-26,Jueves,LA PREVIA,9895,8791,0556,9884,7630,1788,0456,0186,6754,4542,6685,0380,1672,5985,0005,0006,1776,3292,8495,6908
2026-02-26,Jueves,LA PRIMERA,6772,8999,9053,3700,4923,4561,1654,9262,4139,4155,8111,5649,1110,0198,5470,4068,1343,0586,7473,5377
2026-02-26,Jueves,MATUTINA,8769,0079,4765,7004,6268,8366,6574,0931,3231,4939,3496,8313,3466,8928,8095,7362,5744,3252,1548,3798
2026-02-26,Jueves,VESPERTINA,5321,2985,7514,3311,8966,0557,5962,7880,5188,6106,0697,6204,3036,2334,2671,2978,8321,4752,2114,2865
2026-02-26,Jueves,NOCTURNA,6845,2646,7083,2074,0362,4652,6420,9756,5239,8376,1506,4110,6389,9048,0105,1070,5710,8678,0617,3597
2026-02-27,Viernes,LA PREVIA,1860,9999,1573,7456,7918,1155,2494,0159,2933,2191,5942,8657,9159,1715,8502,9363,9135,6352,4992,5813
2026-02-27,Viernes,LA PRIMERA,7746,3259,1766,1266,3762,2522,3990,5252,4933,8719,0929,6179,5295,6507,3274,0567,7025,9211,3161,7141
2026-02-27,Viernes,MATUTINA,0110,4070,9798,3155,9013,2129,9506,4081,3859,4376,6913,2307,2647,4687,8365,1517,3570,0383,3113,1602
2026-02-27,Viernes,VESPERTINA,2451,3032,4517,4405,9168,1088,0374,9442,0897,5318,7489,4677,4845,5048,9023,1899,1103,1091,8182,6024
2026-02-27,Viernes,NOCTURNA,9025,7807,2966,6052,2780,2239,7602,4584,9145,4386,1611,2457,8420,8249,7098,4716,5669,4856,8533,1061
2026-02-28,Sábado,LA PREVIA,2886,7087,4259,0987,8092,2348,8339,5183,8069,2894,2856,6177,3615,8981,2777,3341,2466,9450,8869,7597
2026-02-28,Sábado,LA PRIMERA,5794,5577,5619,8228,2724,3949,6121,1375,7958,9398,7894,9029,4032,9775,9780,7881,1585,4323,9665,3474
2026-02-28,Sábado,MATUTINA,0728,1249,2771,6037,0512,6275,6735,1533,3310,3821,8494,0551,6974,9148,6230,2843,0395,4187,5091,3686
2026-02-28,Sábado,VESPERTINA,2114,0232,7556,1980,6386,7909,7948,8434,7343,4061,9315,4104,4758,7695,5022,0301,2981,0937,7934,1498
2026-02-28,Sábado,NOCTURNA,5799,9540,1265,9442,1784,3688,2535,7493,1295,5929,5507,6029,4570,1096,4293,9934,2935,3142,6750,8246
2026-03-02,Lunes,LA PREVIA,2107,0171,3503,2354,6691,9327,0008,4149,4106,7007,9056,0134,4063,1795,5289,4782,3103,5780,9806,3221
2026-03-02,Lunes,LA PRIMERA,5392,1560,0733,0347,2451,3877,8598,5009,9950,9827,3273,4159,7148,1629,7102,6574,9353,0996,1481,9088
2026-03-02,Lunes,MATUTINA,6865,1334,2541,4155,2405,4262,3214,1709,5938,0208,1892,8231,8121,0145,3089,8908,4176,2281,3227,4625
2026-03-02,Lunes,VESPERTINA,1448,3109,4406,5996,5761,8432,7206,4700,8482,3865,8253,4421,4560,5635,2280,4862,4571,8351,0512,8518
2026-03-02,Lunes,NOCTURNA,4496,2408,8645,6941,9149,3327,6762,8445,7941,7588,9186,4663,7130,9541,1731,5632,1662,0189,8051,3637
2026-03-03,Martes,LA PREVIA,2701,1343,9058,5387,7499,1206,4700,9523,9706,0955,4722,2789,4639,3030,7797,7701,9206,8047,4932,3933
2026-03-03,Martes,LA PRIMERA,0667,3084,9798,5037,7896,6035,0775,5895,9846,6040,8287,7563,8031,5998,5182,1623,8117,2577,6380,2395
2026-03-03,Martes,MATUTINA,3643,9920,5924,8283,8670,7352,3511,5847,8552,7897,7879,5324,1391,2019,7643,6001,7986,6776,4646,5913
2026-03-03,Martes,VESPERTINA,2955,3839,7827,8724,9472,2289,0092,2495,0462,7027,1794,9189,6492,9232,4182,5512,0994,2870,0818,8598
2026-03-03,Martes,NOCTURNA,2416,7739,6068,3484,8494,1883,2668,0552,5830,3472,8404,9840,0612,4169,8494,8826,7083,6835,3076,9803
2026-03-04,Miércoles,LA PREVIA,1975,6319,7554,8658,4415,6054,5284,4590,2464,3810,8393,2738,8320,2267,7740,5826,8514,1323,1851,9602
2026-03-04,Miércoles,LA PRIMERA,0919,8322,5681,2784,0741,9096,5658,7819,5317,1705,0904,9632,1120,7402,8874,1368,6369,7197,0361,4182
2026-03-04,Miércoles,MATUTINA,3838,4833,0561,2260,7434,6326,1261,8438,8187,1466,6227,3740,4239,6301,3157,1425,9982,3669,6471,4536
2026-03-04,Miércoles,VESPERTINA,8524,7956,2795,5359,5258,0538,3257,9169,1908,7188,8199,4408,4748,8887,7220,2100,9326,9763,8337,6107
2026-03-04,Miércoles,NOCTURNA,1794,2010,4237,1376,6308,2152,7021,3888,0302,8370,2231,2771,2975,0779,6478,6003,6736,6976,4285,2874
2026-03-05,Jueves,LA PREVIA,5950,9601,6771,6636,5614,1982,2318,7706,4667,7485,5577,3795,7569,8397,6830,0069,0025,6245,2867,2677
2026-03-05,Jueves,LA PRIMERA,2871,0695,6547,2366,9888,6088,8657,3816,1705,8173,7694,4231,1217,6045,2056,2699,9077,7417,1022,6674
2026-03-05,Jueves,MATUTINA,8330,5931,8244,6790,8779,7428,3670,9621,1051,2109,1563,7544,2078,8199,1598,7401,7792,4792,1788,6695
2026-03-05,Jueves,VESPERTINA,8598,1768,3178,4251,4895,9221,5007,7480,1776,0838,0866,4878,7736,3020,9394,0204,5745,9260,6370,4552
2026-03-05,Jueves,NOCTURNA,9053,3444,2261,9684,5439,1353,8252,5250,9433,2861,2699,8020,9072,6813,7827,5744,5727,8651,5590,4916
2026-03-06,Viernes,LA PREVIA,9457,7421,6896,1079,6982,7680,8320,1561,3543,9172,5835,6578,6064,8501,1472,3899,7202,4476,8758,7760
2026-03-06,Viernes,LA PRIMERA,8811,7764,5393,3582,4986,9276,9017,8396,0804,3973,5003,1671,5169,7874,0840,5771,7758,0938,5032,0133
2026-03-06,Viernes,MATUTINA,7739,9590,3652,5712,6139,6847,0413,6002,2585,4821,4376,2484,7550,1981,2607,4851,7071,8577,2041,3979
2026-03-06,Viernes,VESPERTINA,6144,5128,8784,3996,5829,7666,7802,8060,6565,3074,4301,9586,2920,6707,8633,5537,7528,4995,0100,8280
2026-03-06,Viernes,NOCTURNA,5928,9950,4924,3009,5848,6944,7951,7423,5645,5309,1734,4324,4995,5929,2457,3463,9751,6627,4924,8251
2026-03-07,Sábado,LA PREVIA,0416,6342,5734,5217,1116,5882,8023,2170,5142,4816,8393,3842,2974,0341,7911,4492,2792,5633,2501,4720
2026-03-07,Sábado,LA PRIMERA,6133,7486,6466,3676,3408,2067,1931,4773,5614,4162,4209,3785,5816,1083,1755,2989,4837,3346,8951,9239
2026-03-07,Sábado,MATUTINA,0122,6887,2108,3118,4355,3416,0127,7792,6428,9337,9652,7475,3007,7902,3761,2849,5672,4713,8693,9334
2026-03-07,Sábado,VESPERTINA,9183,0242,0799,6143,5908,8581,7367,8662,7302,5592,7598,8564,5986,7380,3515,1422,5987,1900,7286,7199
2026-03-07,Sábado,NOCTURNA,2437,3331,3288,6433,4330,4242,4345,2813,4530,4324,2316,1135,0828,1058,7995,2895,8800,9047,3508,2860
2026-03-09,Lunes,LA PREVIA,9921,4629,8852,8578,2043,1104,1295,2261,1314,8793,6574,4239,2920,8039,6236,6619,0054,5671,5109,7146
2026-03-09,Lunes,LA PRIMERA,8549,8722,3588,4466,9200,3983,0088,7593,7540,5952,5133,2738,3554,1746,4529,9884,8316,5736,6140,4368
2026-03-09,Lunes,MATUTINA,1161,6779,6198,4856,7073,0297,1206,5757,3722,2287,1127,5602,1165,9971,9205,5252,2949,9081,3868,4056
2026-03-09,Lunes,VESPERTINA,5162,1317,7845,0749,2285,0723,6927,3345,9569,6383,8555,7359,9931,1807,2274,4503,8862,6408,3238,9242
2026-03-09,Lunes,NOCTURNA,3970,4384,5774,4659,8272,2945,0572,1809,9835,4170,6626,5554,5556,1358,1276,1919,3048,2745,6223,2514
2026-03-10,Martes,LA PREVIA,3297,6927,2186,7547,3665,6567,4963,0749,7189,9024,1884,9711,8015,9043,1830,3027,8260,9175,2761,5343
2026-03-10,Martes,LA PRIMERA,9149,3645,4971,0159,1648,7396,9426,7469,1197,5620,7330,4761,0097,2791,2832,7985,1367,1159,0190,9052
2026-03-10,Martes,MATUTINA,1368,1712,5607,8610,2975,1049,3837,7853,0048,8441,1324,8040,3811,1819,5438,0962,4446,8106,0872,5055
2026-03-10,Martes,VESPERTINA,5280,5992,3268,7950,5827,7597,5426,5760,3156,0315,9454,6350,0424,9654,9512,8421,2848,3799,5181,4422
2026-03-10,Martes,NOCTURNA,9484,5557,9868,5007,4648,4170,5867,3131,1172,0992,5938,4081,3869,8387,7133,8528,7556,0440,0360,3931
2026-03-11,Miércoles,LA PREVIA,1640,9498,9079,4832,7930,9735,6630,8749,2492,6538,8331,8757,7918,1660,4188,6879,7514,5405,7174,2281
2026-03-11,Miércoles,LA PRIMERA,6359,2833,7105,2749,9793,8538,9287,4444,8298,1969,7246,4499,7303,8022,2923,9172,8328,0288,4198,5611
2026-03-11,Miércoles,MATUTINA,6729,0815,5870,5913,9689,8267,8210,0451,1123,4746,1902,2142,2740,9423,6233,7605,8118,0308,8854,6842
2026-03-11,Miércoles,VESPERTINA,7868,9923,5398,1580,0134,9613,0850,0393,4637,3466,9692,8031,6375,5966,6075,9133,6747,3895,5907,3526
2026-03-11,Miércoles,NOCTURNA,5363,4600,5486,1411,7933,3228,8632,5691,7293,8288,1511,4701,3751,3300,6015,0148,1015,3634,5960,4913
2026-03-12,Jueves,LA PREVIA,4162,6470,6973,8417,0166,4840,3857,3866,7330,6115,5125,5013,0088,1603,0627,7347,6596,0772,9723,3320
2026-03-12,Jueves,LA PRIMERA,3514,9066,6648,7393,3096,1255,1838,2364,6910,9193,1110,2745,6395,6976,2489,8632,2301,7272,5562,8699
2026-03-12,Jueves,MATUTINA,1170,3527,6209,1058,3565,7656,9938,3310,1214,6824,4452,0867,0095,6687,1030,9182,5592,2094,7799,8099
2026-03-12,Jueves,VESPERTINA,8527,1088,4304,4593,3019,2709,5895,9924,1330,6002,5540,2249,3053,8799,8637,5206,2828,3804,5588,2292
2026-03-12,Jueves,NOCTURNA,4725,4121,1478,5561,5560,8071,4159,7892,2819,5355,4014,5611,1845,7970,9004,1780,7408,4549,0433,4227
2026-03-13,Viernes,LA PREVIA,7800,5823,0994,3892,2399,8542,8758,5854,9248,0160,7337,2561,5462,9664,9016,4175,7672,2778,2192,1437
2026-03-13,Viernes,LA PRIMERA,3695,8459,1573,9099,9652,4858,3344,5618,4321,5309,3167,0935,0232,6660,4950,1964,2457,5240,7459,3659
2026-03-13,Viernes,MATUTINA,6430,9728,5607,0812,4549,6689,8133,8953,6720,2374,5438,9494,8994,9014,3596,9889,6499,6440,7059,1073
2026-03-13,Viernes,VESPERTINA,9455,1744,3954,8526,5262,7679,8993,1443,5259,1963,1490,8648,0156,4507,7779,9328,8252,3927,7105,0640
2026-03-13,Viernes,NOCTURNA,1597,0499,7475,0479,2925,9061,3239,4561,1380,1199,9539,7876,8356,6463,9371,0517,0128,7504,6668,0524
2026-03-14,Sábado,LA PREVIA,2701,1964,6676,4487,2266,1119,9152,9853,4826,2336,0224,3828,9969,8232,2647,9053,8640,8038,1223,5861
2026-03-14,Sábado,LA PRIMERA,4769,9636,3507,8456,2200,7074,6767,5196,8227,5702,7557,7149,4029,6026,5190,0431,3895,5080,5995,9090
2026-03-14,Sábado,MATUTINA,7211,1818,3716,8038,1238,4166,0837,6022,4126,7654,3203,0102,7035,8828,8604,2935,4645,0770,8488,1377
2026-03-14,Sábado,VESPERTINA,9181,2997,3097,3355,6526,9015,7907,9239,9088,0310,6996,2674,7513,7557,0711,4505,0418,1457,9075,4791
2026-03-14,Sábado,NOCTURNA,2795,9332,8645,4951,0861,5708,0395,7005,2840,0030,2151,4939,0927,6512,6655,3657,9230,7445,9971,4673
2026-03-16,Lunes,LA PREVIA,8979,7960,0512,7872,3969,1095,5028,1349,7262,0056,1563,1737,4616,1366,7453,3561,8491,3605,0748,7355
2026-03-16,Lunes,LA PRIMERA,1257,9250,6399,2768,3785,5177,3059,7975,9146,7584,5191,5956,3987,7323,0758,7008,3020,8677,8058,4234
